"CD_TOPIC";"LB_TOPIC_DESC";"CD_DIVISION";"LB_DIVISION_DESC"
"JTI-CS2-2015-CFP02-FRC-01-05";"Design, development and flight qualification of a novel, integrated high efficiency heat exchanger for tiltrotor transmission oil cooling";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CFP02-FRC-01-06";"Design, development, testing and qualification of a high-reliability  integrated fuel gauging and distribution system providing active CG management in a civil tiltrotor";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CFP02-FRC-02-09";"Light weight, impact resistant, canopy for fast compound rotorcraft";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CFP02-FRC-02-10";"Multipurpose test rig for transmission gear boxes";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CFP02-FRC-02-11";"Design and realization of equipped engine compartments for a fast compound rotorcraft";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CFP02-FRC-02-12";"Fuel bladder tanks for a fast compound rotorcraft";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CFP02-FRC-02-13";"HVDC Generator";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CFP02-FRC-02-14";"Bird strike- and erosion resistant and fast maintainable windshields";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CFP02-LPA-01-04";"Active technologies for acoustic and vibration comfort";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-01-05";"Validation of aero-vibro-acoustic model on new aerodynamic configurations.";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-01-06";"Laminar Horizontal Tail Plane full scale ground demonstrator";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-01-07";"Design, test and manufacturing of robust fluidic actuators";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-01-08";"Drive and control system for piezoelectric AFC actuators";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-01-09";"Test aircraft preparation and qualification for Scaled Flight Testing (PREP)";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-01-10";"Hybrid Propulsion Demonstrator Components – Electric Power Drives";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-01-11";"Hybrid Propulsion Component Studies – Electrics";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-02-07";"Landing gear large die-forged fitting with improved mechanical performance";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-02-08";"High production rate composite Keel Beam feasibility";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-02-09";"Integrated main landing gear bay";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-02-10";"Development of pultrusion manufacturing applications";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-03-04";"Touchscreen control panel for critical system management functions";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-03-05";"New flight crew oxygen mask concept for prolonged use in civil aircraft";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-LPA-03-06";"Head Up System integration in next generation cockpits";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CFP02-REG-01-01";"Smart-grid converter";"EU.3.4.5.2.";"IADP Regional Aircraft"
"JTI-CS2-2015-CFP02-REG-02-02";"Powered WT model design and manufacturing of the FTB2 aircraft configuration for aerodynamic tests in wind tunnel at low and high Reynolds number";"EU.3.4.5.2.";"IADP Regional Aircraft"
"JTI-CS2-2015-CFP02-SYS-01-01";"High brightness microdisplay system for Head Up Displays";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CFP02-SYS-02-09";"ALGeSMo (Advanced Landing Gear Sensing & Monitoring )";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CFP02-SYS-02-10";"Analysis of centrifugal compressor instabilities occurring with vaneless diffusor, at low mass flow momentum";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CFP02-SYS-02-11";"Innovative design of acoustic treatment for air conditioning system";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CFP02-SYS-02-12";"Eco Design : Optimization of SAA chromium free sealing process";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CFP02-SYS-02-13";"Analysis, validation and data collection of design and operating parameters for advanced cabin ventilation concepts related to future aircraft energy management systems";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CFP02-SYS-03-01";"Electromechanical actuator for primary moveable surfaces of small aircraft with health monitoring";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CFP02-SYS-03-02";"Passive thermo-acoustic insulation for small aircraft.";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CFP02-SYS-03-03";"Database of dynamic material properties for selected materials commonly used in aircraft industry.";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CPW02-AIR-01-03";"Development of airframe technologies aiming at improving aircraft life cycle environmental footprint";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW02-AIR-02-05";"Optimized Composite Structures for Small Aircraft";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW02-AIR-02-06";"Airframe on-ground structural and functional tests of advanced structures";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW02-AIR-02-07";"More affordable small aircraft manufacturing";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW02-AIR-02-08";"Cabin systems and Ergonomics, comfort & human perception improvements";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW02-ENG-01-04";"Intermediate Compressor Frame for Ultra High Propulsive Efficiency (UHPE) Demonstrator for Short / Medium Range aircraft";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2015-CPW02-ENG-01-05";"Turbine Vane Frame for Ultra High Propulsive Efficiency (UHPE) Demonstrator for Short / Medium Range aircraft";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2015-CPW02-ENG-01-06";"Business Aviation / Short Regional TP demonstrator - Advanced Power & Accessory Gear Box";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2015-CPW02-ENG-01-07";"Business Aviation / Short Regional TP demonstrator - Advanced propeller & controls design & manufacturing and IPPS aero-acoustic performance assessment";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2015-CPW02-LPA-01-07";"Power Gear Box (PGB)  of the flight demonstrator Contra Rotative Open Rotor (CROR) engine";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CPW02-LPA-03-01";"Maturation, validation and integration with the airframers of cockpit functions and avionics technologies";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CPW02-LPA-03-02";"Reduced cockpit workload";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CPW02-LPA-03-03";"Cockpit utility management system Integrated cabinet for business jet and large passenger aircraft cockpits";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CPW02-REG-01-03";"Green and cost efficient Conceptual Aircraft Design including Innovative Turbo-Propeller Power-plant";"EU.3.4.5.2.";"IADP Regional Aircraft"
"JTI-CS2-2015-CPW02-REG-02-02";"Wing Integration Regional Demonstrator FTB#2";"EU.3.4.5.2.";"IADP Regional Aircraft"
"JTI-CS2-2015-CPW02-SYS-02-02";"Adaptive Environmental Control System";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CPW02-SYS-03-02";"Affordable future avionic solution for small aircraft, enablers for single pilot operation";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CPW03-AIR-01-04";"Next generation movables for high speed aircraft.";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW03-AIR-02-09";"Design, manufacture and deliver Technology Demonstrator of high visibility, crashworthy, low-drag integrated cockpit section for next generation civil tiltrotor (NGCTR)";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW03-AIR-02-10";"Design, manufacture and deliver Technology Demonstrator of high visibility, crashworthy, low-drag integrated cabin section for next generation civil tiltrotor (NGCTR)";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW03-AIR-02-11";"Design, manufacture and deliver Technology Demonstrator of high visibility, crashworthy, low-drag integrated Rear Fuselage and Tail sections for next generation civil tiltrotor (NGCTR)";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2015-CPW03-ENG-01-08";"HP Core module and its associated control laws and equipment for the UHPE demonstrator";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2015-CPW03-ENG-03-03";"VHBR Engine - HP Turbine Technology";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2015-CPW03-ENG-03-04";"Demonstration of CFD capability in the simulation of air-oil flow in complex aero-engine bearing chambers - a systematic approach";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2015-CPW03-ENG-03-05";"Development of large volume, mass optimised, integrated oil storage systems for large VHBR engines";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2015-CPW03-FRC-01-01";"Design, development, testing and flight qualification of smart fly-by-wire actuators for primary flight control of a civil tiltrotor";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CPW03-FRC-02-03";"New generation landing gear for a compound fast rotorcraft";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CPW03-FRC-02-04";"LifeRCraft Main Gear Box";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CPW03-FRC-02-05";"Electrical Wiring Interconnection System for a compound fast rotorcraft";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CPW03-FRC-02-06";"Innovative actuators for compound rotorcraft flight control";"EU.3.4.5.3.";"IADP Fast Rotorcraft"
"JTI-CS2-2015-CPW03-LPA-01-08";"Engine Mounting System for the CROR Flight Test Demo";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CPW03-LPA-01-09";"Aircraft Configuration Studies and Demonstration (Scaled Flight testing, Instrumentation)";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CPW03-LPA-01-10";"Aircraft and Hybrid Propulsion System Architecture, Integration and Verification";"EU.3.4.5.1.";"IADP Large Passenger Aircraft"
"JTI-CS2-2015-CPW03-SYS-02-03";"Short TAT braking system - Optimized tyre design for improved brake cooling";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CPW03-SYS-02-04";"High efficient compact electro-mechanical brake for small aircraft and helicopters with advanced brake disc material";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CPW03-SYS-02-05";"High efficient structural landing gear parts based on advanced carbon fiber material systems and highly automated production technologies for helicopter and aircraft";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CPW03-SYS-02-06";"HVDC Power Center and Functions";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CPW03-SYS-02-07";"Detection and Characterization of Icing Conditions Contributing to Ice Protection Optimization";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2015-CPW03-SYS-02-08";"Electro-Thermal Wing Ice Protection System For Large Aircraft";"EU.3.4.5.6.";"ITD Systems"
"JTI-CS2-2016-CFP03-AIR-01-15";"Functional top coat for natural laminar flow";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-01-16";"Design Guide Lines and Simulation Methods for Additive Manufactured Titanium Components";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-01-17";"Orbital Drilling of small (<10mm diameter) holes, standardly spaced with aluminium material in the stack";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-01-18";"Research and development of a compact drilling and fastening unit suitable for a range of standard 2 piece fasteners";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-01-19";"Hybrid Aircraft Seating Requirement Specification and Design - HAIRD";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-17";"Flexible Test Rig of Aircraft Control Surfaces powered by EMAs";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-18";"Prototype Tooling for subcomponents manufacturing for wing winglet";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-19";"Prototype Tooling for Sub-Assembly, Final Assembly and Transport of the Morphing Winglet and Multifunctional Outer Flaps of the next generation optimized wing box.";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-20";"Low cost Fused Filament Fabrication of high performance thermoplastics for structural applications";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-21";"Innovative Tooling Design and Manufacturing for Thermoplastic Stringers and High Integration";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-22";"Adaptive multifunctional innovative Test Rigs for both structural test of multidimensional and multishape panels and structural tests on Tail unit";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-23";"Automation of hand lay-up manufacturing process for composite stiffeners";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-24";"Tests for leakage identification on Aircraft fluid mechanical installations";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-25";"Development and demonstration of materials and manufacturing process for high structural damping composite beams for civil rotor and airframe applications";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-26";"Development of innovative automated fiber placement machine for composite fuselage manufacturing with high performance hybrid materials.";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-AIR-02-27";"Development, fabrication, verification and delivery of innovative and flexible system for automated drilling and fastener insertion on fuselage barrel.";"EU.3.4.5.4.";"ITD Airframe"
"JTI-CS2-2016-CFP03-ENG-01-05";"Optimisation of sensor and associated data acquisition system for blade behaviour";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2016-CFP03-ENG-01-06";"Very high loaded planet bearings enabling technologies";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2016-CFP03-ENG-01-07";"Advanced mechatronics devices for electrical management system of Turboprop";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2016-CFP03-ENG-01-08";"Advanced Bearings for Turboprop engine";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2016-CFP03-ENG-01-09";"Integrated air-oil cooling system";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2016-CFP03-ENG-02-04";"Automated full faced measurement of complex geometries";"EU.3.4.5.5.";"ITD Engines"
"JTI-CS2-2016-CFP03-ENG-03-09";"Orbiting Journal Bearing Rig";"EU.3.4.5.5.";"ITD Engines"
